# ============================================================
# EXTREME NIGHTMARE: THE SINGULARITY
# ============================================================
# 2000+ hubs | 10 drones | Designed for maximum suffering
#
# EXTREME CONSTRAINTS FOR 10 DRONES:
#   - 200 serial entry gates, ALL max_drones=1 AND max_link_capacity=1
#   - 300 dead-end branches scattered across 20 layers
#   - 50 closed loop clusters (15 hubs each = 750 hubs)
#   - 100 micro-gates in series, all max_drones=1
#   - 80 priority mirage chains that ALL dead-end
#   - 200 overflow pockets with max_drones=1 and back-loops
#   - 100-lane funnel merging to 1 hub with max_drones=1
#   - 200-hub grinder with back-traps every 5 steps
#   - 150-hub final squeeze where EVERY hub is max_drones=1
#   - Cross-connections creating 500+ false paths
#   - Only 1 true path hidden through the chaos
#
# With only 10 drones, every bottleneck becomes 10x worse.
# The algorithm must find the ONE viable path through 2000+ hubs.
# ============================================================

nb_drones: 10


# ============================================================
# LAYER 0: ENTRY HELL — 200 serial gates
# ============================================================
# 10 drones must pass through 200 gates, each max_drones=1
# AND each link is max_link_capacity=1 (extreme serialization)

start_hub: strat 0 0 [color=green max_drones=10]
hub: gate55 55 0 [color=red max_drones=1]
hub: gate56 56 0 [color=red max_drones=1]
hub: gate57 57 0 [color=red max_drones=1]
hub: gate58 58 0 [color=red max_drones=1]
hub: gate59 59 0 [color=red max_drones=1]
hub: gate60 60 0 [color=red max_drones=1]
hub: gate61 61 0 [color=red max_drones=1]
hub: gate62 62 0 [color=red max_drones=1]
hub: gate63 63 0 [color=red max_drones=1]
hub: gate64 64 0 [color=red max_drones=1]
hub: gate65 65 0 [color=red max_drones=1]
hub: gate66 66 0 [color=red max_drones=1]
hub: gate67 67 0 [color=red max_drones=1]
hub: gate68 68 0 [color=red max_drones=1]
hub: gate69 69 0 [color=red max_drones=1]
hub: gate70 70 0 [color=red max_drones=1]
hub: gate71 71 0 [color=red max_drones=1]
hub: gate72 72 0 [color=red max_drones=1]
hub: gate73 73 0 [color=red max_drones=1]
hub: gate74 74 0 [color=red max_drones=1]
hub: gate75 75 0 [color=red max_drones=1]
hub: gate76 76 0 [color=red max_drones=1]
hub: gate77 77 0 [color=red max_drones=1]
hub: gate78 78 0 [color=red max_drones=1]
hub: gate79 79 0 [color=red max_drones=1]
hub: gate80 80 0 [color=red max_drones=1]
hub: gate81 81 0 [color=red max_drones=1]
hub: gate82 82 0 [color=red max_drones=1]
hub: gate83 83 0 [color=red max_drones=1]
hub: gate84 84 0 [color=red max_drones=1]
hub: gate85 85 0 [color=red max_drones=1]
hub: gate86 86 0 [color=red max_drones=1]
hub: gate87 87 0 [color=red max_drones=1]
hub: gate88 88 0 [color=red max_drones=1]
hub: gate89 89 0 [color=red max_drones=1]
hub: gate90 90 0 [color=red max_drones=1]
hub: gate91 91 0 [color=red max_drones=1]
hub: gate92 92 0 [color=red max_drones=1]
hub: gate93 93 0 [color=red max_drones=1]
hub: gate94 94 0 [color=red max_drones=1]
hub: gate95 95 0 [color=red max_drones=1]
hub: gate96 96 0 [color=red max_drones=1]
hub: gate97 97 0 [color=red max_drones=1]
hub: gate98 98 0 [color=red max_drones=1]
hub: gate99 99 0 [color=red max_drones=1]
hub: gate100 100 0 [color=red max_drones=1]
hub: gate101 101 0 [color=red max_drones=1]
hub: gate102 102 0 [color=red max_drones=1]
hub: gate103 103 0 [color=red max_drones=1]
hub: gate104 104 0 [color=red max_drones=1]
hub: gate105 105 0 [color=red max_drones=1]
hub: gate106 106 0 [color=red max_drones=1]
hub: gate107 107 0 [color=red max_drones=1]
hub: gate108 108 0 [color=red max_drones=1]
hub: gate109 109 0 [color=red max_drones=1]
hub: gate110 110 0 [color=red max_drones=1]
hub: gate111 111 0 [color=red max_drones=1]
hub: gate112 112 0 [color=red max_drones=1]
hub: gate113 113 0 [color=red max_drones=1]
hub: gate114 114 0 [color=red max_drones=1]
hub: gate115 115 0 [color=red max_drones=1]
hub: gate116 116 0 [color=red max_drones=1]
hub: gate117 117 0 [color=red max_drones=1]
hub: gate118 118 0 [color=red max_drones=1]
hub: gate119 119 0 [color=red max_drones=1]
hub: gate120 120 0 [color=red max_drones=1]
hub: gate121 121 0 [color=red max_drones=1]
hub: gate122 122 0 [color=red max_drones=1]
hub: gate123 123 0 [color=red max_drones=1]
hub: gate124 124 0 [color=red max_drones=1]
hub: gate125 125 0 [color=red max_drones=1]
hub: gate126 126 0 [color=red max_drones=1]
hub: gate127 127 0 [color=red max_drones=1]
hub: gate128 128 0 [color=red max_drones=1]
hub: gate129 129 0 [color=red max_drones=1]
hub: gate130 130 0 [color=red max_drones=1]
hub: gate131 131 0 [color=red max_drones=1]
hub: gate132 132 0 [color=red max_drones=1]
hub: gate133 133 0 [color=red max_drones=1]
hub: gate134 134 0 [color=red max_drones=1]
hub: gate135 135 0 [color=red max_drones=1]
hub: gate136 136 0 [color=red max_drones=1]
hub: gate137 137 0 [color=red max_drones=1]
hub: gate138 138 0 [color=red max_drones=1]
hub: gate139 139 0 [color=red max_drones=1]
hub: gate140 140 0 [color=red max_drones=1]
hub: gate141 141 0 [color=red max_drones=1]
hub: gate142 142 0 [color=red max_drones=1]
hub: gate143 143 0 [color=red max_drones=1]
hub: gate144 144 0 [color=red max_drones=1]
hub: gate145 145 0 [color=red max_drones=1]
hub: gate146 146 0 [color=red max_drones=1]
hub: gate147 147 0 [color=red max_drones=1]
hub: gate148 148 0 [color=red max_drones=1]
hub: gate149 149 0 [color=red max_drones=1]
hub: gate150 150 0 [color=red max_drones=1]
hub: gate151 151 0 [color=red max_drones=1]
hub: gate152 152 0 [color=red max_drones=1]
hub: gate153 153 0 [color=red max_drones=1]
hub: gate154 154 0 [color=red max_drones=1]
hub: gate155 155 0 [color=red max_drones=1]
hub: gate156 156 0 [color=red max_drones=1]
hub: gate157 157 0 [color=red max_drones=1]
hub: gate158 158 0 [color=red max_drones=1]
hub: gate159 159 0 [color=red max_drones=1]
hub: gate160 160 0 [color=red max_drones=1]
hub: gate161 161 0 [color=red max_drones=1]
hub: gate162 162 0 [color=red max_drones=1]
hub: gate163 163 0 [color=red max_drones=1]
hub: gate164 164 0 [color=red max_drones=1]
hub: gate165 165 0 [color=red max_drones=1]
hub: gate166 166 0 [color=red max_drones=1]
hub: gate167 167 0 [color=red max_drones=1]
hub: gate168 168 0 [color=red max_drones=1]
hub: gate169 169 0 [color=red max_drones=1]
hub: gate170 170 0 [color=red max_drones=1]
hub: gate171 171 0 [color=red max_drones=1]
hub: gate172 172 0 [color=red max_drones=1]
hub: gate173 173 0 [color=red max_drones=1]
hub: gate174 174 0 [color=red max_drones=1]
hub: gate175 175 0 [color=red max_drones=1]
hub: gate176 176 0 [color=red max_drones=1]
hub: gate177 177 0 [color=red max_drones=1]
hub: gate178 178 0 [color=red max_drones=1]
hub: gate179 179 0 [color=red max_drones=1]
hub: gate180 180 0 [color=red max_drones=1]
hub: gate181 181 0 [color=red max_drones=1]
hub: gate182 182 0 [color=red max_drones=1]
hub: gate183 183 0 [color=red max_drones=1]
hub: gate184 184 0 [color=red max_drones=1]
hub: gate185 185 0 [color=red max_drones=1]
hub: gate186 186 0 [color=red max_drones=1]
hub: gate187 187 0 [color=red max_drones=1]
hub: gate188 188 0 [color=red max_drones=1]
hub: gate189 189 0 [color=red max_drones=1]
hub: gate190 190 0 [color=red max_drones=1]
hub: gate191 191 0 [color=red max_drones=1]
hub: gate192 192 0 [color=red max_drones=1]
hub: gate193 193 0 [color=red max_drones=1]
hub: gate194 194 0 [color=red max_drones=1]
hub: gate195 195 0 [color=red max_drones=1]
hub: gate196 196 0 [color=red max_drones=1]
hub: gate197 197 0 [color=red max_drones=1]
hub: gate198 198 0 [color=red max_drones=1]
hub: gate199 199 0 [color=red max_drones=1]
hub: gate200 200 0 [color=red max_drones=1]


# ============================================================
# LAYER 1: LABYRINTH OF DESPAIR — 50 branches + 50 loops
# ============================================================
# 50 dead-end branches (10 hubs each) = 500 dead hubs
# 50 closed loops (15 hubs each) = 750 loop hubs
# Only 2 escape routes exist in this 1250-hub maze

# Branch 1: dead end
hub: branch1_1 202 -96 [color=purple]
hub: branch1_2 203 -96 [color=purple]
hub: branch1_3 204 -96 [color=purple]
hub: branch1_4 205 -96 [color=purple]
hub: branch1_5 206 -96 [color=purple]
hub: branch1_6 207 -96 [color=purple]
hub: branch1_7 208 -96 [color=purple]
hub: branch1_8 209 -96 [color=purple]
hub: branch1_9 210 -96 [color=purple]
hub: branch1_10 211 -96 [color=black]

# Branch 2: dead end
hub: branch2_1 202 -92 [color=purple]
hub: branch2_2 203 -92 [color=purple]
hub: branch2_3 204 -92 [color=purple]
hub: branch2_4 205 -92 [color=purple]
hub: branch2_5 206 -92 [color=purple]
hub: branch2_6 207 -92 [color=purple]
hub: branch2_7 208 -92 [color=purple]
hub: branch2_8 209 -92 [color=purple]
hub: branch2_9 210 -92 [color=purple]
hub: branch2_10 211 -92 [color=black]

# Branch 3: dead end
hub: branch3_1 202 -88 [color=purple]
hub: branch3_2 203 -88 [color=purple]
hub: branch3_3 204 -88 [color=purple]
hub: branch3_4 205 -88 [color=purple]
hub: branch3_5 206 -88 [color=purple]
hub: branch3_6 207 -88 [color=purple]
hub: branch3_7 208 -88 [color=purple]
hub: branch3_8 209 -88 [color=purple]
hub: branch3_9 210 -88 [color=purple]
hub: branch3_10 211 -88 [color=black]

# Branch 4: dead end
hub: branch4_1 202 -84 [color=purple]
hub: branch4_2 203 -84 [color=purple]
hub: branch4_3 204 -84 [color=purple]
hub: branch4_4 205 -84 [color=purple]
hub: branch4_5 206 -84 [color=purple]
hub: branch4_6 207 -84 [color=purple]
hub: branch4_7 208 -84 [color=purple]
hub: branch4_8 209 -84 [color=purple]
hub: branch4_9 210 -84 [color=purple]
hub: branch4_10 211 -84 [color=black]

# Branch 5: dead end
hub: branch5_1 202 -80 [color=purple]
hub: branch5_2 203 -80 [color=purple]
hub: branch5_3 204 -80 [color=purple]
hub: branch5_4 205 -80 [color=purple]
hub: branch5_5 206 -80 [color=purple]
hub: branch5_6 207 -80 [color=purple]
hub: branch5_7 208 -80 [color=purple]
hub: branch5_8 209 -80 [color=purple]
hub: branch5_9 210 -80 [color=purple]
hub: branch5_10 211 -80 [color=black]

# Branch 6: dead end
hub: branch6_1 202 -76 [color=purple]
hub: branch6_2 203 -76 [color=purple]
hub: branch6_3 204 -76 [color=purple]
hub: branch6_4 205 -76 [color=purple]
hub: branch6_5 206 -76 [color=purple]
hub: branch6_6 207 -76 [color=purple]
hub: branch6_7 208 -76 [color=purple]
hub: branch6_8 209 -76 [color=purple]
hub: branch6_9 210 -76 [color=purple]
hub: branch6_10 211 -76 [color=black]

# Branch 7: dead end
hub: branch7_1 202 -72 [color=purple]
hub: branch7_2 203 -72 [color=purple]
hub: branch7_3 204 -72 [color=purple]
hub: branch7_4 205 -72 [color=purple]
hub: branch7_5 206 -72 [color=purple]
hub: branch7_6 207 -72 [color=purple]
hub: branch7_7 208 -72 [color=purple]
hub: branch7_8 209 -72 [color=purple]
hub: branch7_9 210 -72 [color=purple]
hub: branch7_10 211 -72 [color=black]

# Branch 8: dead end
hub: branch8_1 202 -68 [color=purple]
hub: branch8_2 203 -68 [color=purple]
hub: branch8_3 204 -68 [color=purple]
hub: branch8_4 205 -68 [color=purple]
hub: branch8_5 206 -68 [color=purple]
hub: branch8_6 207 -68 [color=purple]
hub: branch8_7 208 -68 [color=purple]
hub: branch8_8 209 -68 [color=purple]
hub: branch8_9 210 -68 [color=purple]
hub: branch8_10 211 -68 [color=black]

# Branch 9: dead end
hub: branch9_1 202 -64 [color=purple]
hub: branch9_2 203 -64 [color=purple]
hub: branch9_3 204 -64 [color=purple]
hub: branch9_4 205 -64 [color=purple]
hub: branch9_5 206 -64 [color=purple]
hub: branch9_6 207 -64 [color=purple]
hub: branch9_7 208 -64 [color=purple]
hub: branch9_8 209 -64 [color=purple]
hub: branch9_9 210 -64 [color=purple]
hub: branch9_10 211 -64 [color=black]

# Branch 10: dead end
hub: branch10_1 202 -60 [color=purple]
hub: branch10_2 203 -60 [color=purple]
hub: branch10_3 204 -60 [color=purple]
hub: branch10_4 205 -60 [color=purple]
hub: branch10_5 206 -60 [color=purple]
hub: branch10_6 207 -60 [color=purple]
hub: branch10_7 208 -60 [color=purple]
hub: branch10_8 209 -60 [color=purple]
hub: branch10_9 210 -60 [color=purple]
hub: branch10_10 211 -60 [color=black]

# Branch 11: dead end
hub: branch11_1 202 -56 [color=purple]
hub: branch11_2 203 -56 [color=purple]
hub: branch11_3 204 -56 [color=purple]
hub: branch11_4 205 -56 [color=purple]
hub: branch11_5 206 -56 [color=purple]
hub: branch11_6 207 -56 [color=purple]
hub: branch11_7 208 -56 [color=purple]
hub: branch11_8 209 -56 [color=purple]
hub: branch11_9 210 -56 [color=purple]
hub: branch11_10 211 -56 [color=black]

# Branch 12: dead end
hub: branch12_1 202 -52 [color=purple]
hub: branch12_2 203 -52 [color=purple]
hub: branch12_3 204 -52 [color=purple]
hub: branch12_4 205 -52 [color=purple]
hub: branch12_5 206 -52 [color=purple]
hub: branch12_6 207 -52 [color=purple]
hub: branch12_7 208 -52 [color=purple]
hub: branch12_8 209 -52 [color=purple]
hub: branch12_9 210 -52 [color=purple]
hub: branch12_10 211 -52 [color=black]

# Branch 13: dead end
hub: branch13_1 202 -48 [color=purple]
hub: branch13_2 203 -48 [color=purple]
hub: branch13_3 204 -48 [color=purple]
hub: branch13_4 205 -48 [color=purple]
hub: branch13_5 206 -48 [color=purple]
hub: branch13_6 207 -48 [color=purple]
hub: branch13_7 208 -48 [color=purple]
hub: branch13_8 209 -48 [color=purple]
hub: branch13_9 210 -48 [color=purple]
hub: branch13_10 211 -48 [color=black]

# Branch 14: dead end
hub: branch14_1 202 -44 [color=purple]
hub: branch14_2 203 -44 [color=purple]
hub: branch14_3 204 -44 [color=purple]
hub: branch14_4 205 -44 [color=purple]
hub: branch14_5 206 -44 [color=purple]
hub: branch14_6 207 -44 [color=purple]
hub: branch14_7 208 -44 [color=purple]
hub: branch14_8 209 -44 [color=purple]
hub: branch14_9 210 -44 [color=purple]
hub: branch14_10 211 -44 [color=black]

# Branch 15: dead end
hub: branch15_1 202 -40 [color=purple]
hub: branch15_2 203 -40 [color=purple]
hub: branch15_3 204 -40 [color=purple]
hub: branch15_4 205 -40 [color=purple]
hub: branch15_5 206 -40 [color=purple]
hub: branch15_6 207 -40 [color=purple]
hub: branch15_7 208 -40 [color=purple]
hub: branch15_8 209 -40 [color=purple]
hub: branch15_9 210 -40 [color=purple]
hub: branch15_10 211 -40 [color=black]

# Branch 16: dead end
hub: branch16_1 202 -36 [color=purple]
hub: branch16_2 203 -36 [color=purple]
hub: branch16_3 204 -36 [color=purple]
hub: branch16_4 205 -36 [color=purple]
hub: branch16_5 206 -36 [color=purple]
hub: branch16_6 207 -36 [color=purple]
hub: branch16_7 208 -36 [color=purple]
hub: branch16_8 209 -36 [color=purple]
hub: branch16_9 210 -36 [color=purple]
hub: branch16_10 211 -36 [color=black]

# Branch 17: dead end
hub: branch17_1 202 -32 [color=purple]
hub: branch17_2 203 -32 [color=purple]
hub: branch17_3 204 -32 [color=purple]
hub: branch17_4 205 -32 [color=purple]
hub: branch17_5 206 -32 [color=purple]
hub: branch17_6 207 -32 [color=purple]
hub: branch17_7 208 -32 [color=purple]
hub: branch17_8 209 -32 [color=purple]
hub: branch17_9 210 -32 [color=purple]
hub: branch17_10 211 -32 [color=black]

# Branch 18: dead end
hub: branch18_1 202 -28 [color=purple]
hub: branch18_2 203 -28 [color=purple]
hub: branch18_3 204 -28 [color=purple]
hub: branch18_4 205 -28 [color=purple]
hub: branch18_5 206 -28 [color=purple]
hub: branch18_6 207 -28 [color=purple]
hub: branch18_7 208 -28 [color=purple]
hub: branch18_8 209 -28 [color=purple]
hub: branch18_9 210 -28 [color=purple]
hub: branch18_10 211 -28 [color=black]

# Branch 19: dead end
hub: branch19_1 202 -24 [color=purple]
hub: branch19_2 203 -24 [color=purple]
hub: branch19_3 204 -24 [color=purple]
hub: branch19_4 205 -24 [color=purple]
hub: branch19_5 206 -24 [color=purple]
hub: branch19_6 207 -24 [color=purple]
hub: branch19_7 208 -24 [color=purple]
hub: branch19_8 209 -24 [color=purple]
hub: branch19_9 210 -24 [color=purple]
hub: branch19_10 211 -24 [color=black]

# Branch 20: dead end
hub: branch20_1 202 -20 [color=purple]
hub: branch20_2 203 -20 [color=purple]
hub: branch20_3 204 -20 [color=purple]
hub: branch20_4 205 -20 [color=purple]
hub: branch20_5 206 -20 [color=purple]
hub: branch20_6 207 -20 [color=purple]
hub: branch20_7 208 -20 [color=purple]
hub: branch20_8 209 -20 [color=purple]
hub: branch20_9 210 -20 [color=purple]
hub: branch20_10 211 -20 [color=black]

# Branch 21: dead end
hub: branch21_1 202 -16 [color=purple]
hub: branch21_2 203 -16 [color=purple]
hub: branch21_3 204 -16 [color=purple]
hub: branch21_4 205 -16 [color=purple]
hub: branch21_5 206 -16 [color=purple]
hub: branch21_6 207 -16 [color=purple]
hub: branch21_7 208 -16 [color=purple]
hub: branch21_8 209 -16 [color=purple]
hub: branch21_9 210 -16 [color=purple]
hub: branch21_10 211 -16 [color=black]

# Branch 22: dead end
hub: branch22_1 202 -12 [color=purple]
hub: branch22_2 203 -12 [color=purple]
hub: branch22_3 204 -12 [color=purple]
hub: branch22_4 205 -12 [color=purple]
hub: branch22_5 206 -12 [color=purple]
hub: branch22_6 207 -12 [color=purple]
hub: branch22_7 208 -12 [color=purple]
hub: branch22_8 209 -12 [color=purple]
hub: branch22_9 210 -12 [color=purple]
hub: branch22_10 211 -12 [color=black]

# Branch 23: dead end
hub: branch23_1 202 -8 [color=purple]
hub: branch23_2 203 -8 [color=purple]
hub: branch23_3 204 -8 [color=purple]
hub: branch23_4 205 -8 [color=purple]
hub: branch23_5 206 -8 [color=purple]
hub: branch23_6 207 -8 [color=purple]
hub: branch23_7 208 -8 [color=purple]
hub: branch23_8 209 -8 [color=purple]
hub: branch23_9 210 -8 [color=purple]
hub: branch23_10 211 -8 [color=black]

# Branch 24: dead end
hub: branch24_1 202 -4 [color=purple]
hub: branch24_2 203 -4 [color=purple]
hub: branch24_3 204 -4 [color=purple]
hub: branch24_4 205 -4 [color=purple]
hub: branch24_5 206 -4 [color=purple]
hub: branch24_6 207 -4 [color=purple]
hub: branch24_7 208 -4 [color=purple]
hub: branch24_8 209 -4 [color=purple]
hub: branch24_9 210 -4 [color=purple]
hub: branch24_10 211 -4 [color=black]

# Branch 25: dead end
hub: branch25_1 202 0 [color=purple]
hub: branch25_2 203 0 [color=purple]
hub: branch25_3 204 0 [color=purple]
hub: branch25_4 205 0 [color=purple]
hub: branch25_5 206 0 [color=purple]
hub: branch25_6 207 0 [color=purple]
hub: branch25_7 208 0 [color=purple]
hub: branch25_8 209 0 [color=purple]
hub: branch25_9 210 0 [color=purple]
hub: branch25_10 211 0 [color=black]

# Branch 26: dead end
hub: branch26_1 202 4 [color=purple]
hub: branch26_2 203 4 [color=purple]
hub: branch26_3 204 4 [color=purple]
hub: branch26_4 205 4 [color=purple]
hub: branch26_5 206 4 [color=purple]
hub: branch26_6 207 4 [color=purple]
hub: branch26_7 208 4 [color=purple]
hub: branch26_8 209 4 [color=purple]
hub: branch26_9 210 4 [color=purple]
hub: branch26_10 211 4 [color=black]

# Branch 27: dead end
hub: branch27_1 202 8 [color=purple]
hub: branch27_2 203 8 [color=purple]
hub: branch27_3 204 8 [color=purple]
hub: branch27_4 205 8 [color=purple]
hub: branch27_5 206 8 [color=purple]
hub: branch27_6 207 8 [color=purple]
hub: branch27_7 208 8 [color=purple]
hub: branch27_8 209 8 [color=purple]
hub: branch27_9 210 8 [color=purple]
hub: branch27_10 211 8 [color=black]

# Branch 28: dead end
hub: branch28_1 202 12 [color=purple]
hub: branch28_2 203 12 [color=purple]
hub: branch28_3 204 12 [color=purple]
hub: branch28_4 205 12 [color=purple]
hub: branch28_5 206 12 [color=purple]
hub: branch28_6 207 12 [color=purple]
hub: branch28_7 208 12 [color=purple]
hub: branch28_8 209 12 [color=purple]
hub: branch28_9 210 12 [color=purple]
hub: branch28_10 211 12 [color=black]

# Branch 29: dead end
hub: branch29_1 202 16 [color=purple]
hub: branch29_2 203 16 [color=purple]
hub: branch29_3 204 16 [color=purple]
hub: branch29_4 205 16 [color=purple]
hub: branch29_5 206 16 [color=purple]
hub: branch29_6 207 16 [color=purple]
hub: branch29_7 208 16 [color=purple]
hub: branch29_8 209 16 [color=purple]
hub: branch29_9 210 16 [color=purple]
hub: branch29_10 211 16 [color=black]

# Branch 30: dead end
hub: branch30_1 202 20 [color=purple]
hub: branch30_2 203 20 [color=purple]
hub: branch30_3 204 20 [color=purple]
hub: branch30_4 205 20 [color=purple]
hub: branch30_5 206 20 [color=purple]
hub: branch30_6 207 20 [color=purple]
hub: branch30_7 208 20 [color=purple]
hub: branch30_8 209 20 [color=purple]
hub: branch30_9 210 20 [color=purple]
hub: branch30_10 211 20 [color=black]

# Branch 31: dead end
hub: branch31_1 202 24 [color=purple]
hub: branch31_2 203 24 [color=purple]
hub: branch31_3 204 24 [color=purple]
hub: branch31_4 205 24 [color=purple]
hub: branch31_5 206 24 [color=purple]
hub: branch31_6 207 24 [color=purple]
hub: branch31_7 208 24 [color=purple]
hub: branch31_8 209 24 [color=purple]
hub: branch31_9 210 24 [color=purple]
hub: branch31_10 211 24 [color=black]

# Branch 32: dead end
hub: branch32_1 202 28 [color=purple]
hub: branch32_2 203 28 [color=purple]
hub: branch32_3 204 28 [color=purple]
hub: branch32_4 205 28 [color=purple]
hub: branch32_5 206 28 [color=purple]
hub: branch32_6 207 28 [color=purple]
hub: branch32_7 208 28 [color=purple]
hub: branch32_8 209 28 [color=purple]
hub: branch32_9 210 28 [color=purple]
hub: branch32_10 211 28 [color=black]

# Branch 33: dead end
hub: branch33_1 202 32 [color=purple]
hub: branch33_2 203 32 [color=purple]
hub: branch33_3 204 32 [color=purple]
hub: branch33_4 205 32 [color=purple]
hub: branch33_5 206 32 [color=purple]
hub: branch33_6 207 32 [color=purple]
hub: branch33_7 208 32 [color=purple]
hub: branch33_8 209 32 [color=purple]
hub: branch33_9 210 32 [color=purple]
hub: branch33_10 211 32 [color=black]

# Branch 34: dead end
hub: branch34_1 202 36 [color=purple]
hub: branch34_2 203 36 [color=purple]
hub: branch34_3 204 36 [color=purple]
hub: branch34_4 205 36 [color=purple]
hub: branch34_5 206 36 [color=purple]
hub: branch34_6 207 36 [color=purple]
hub: branch34_7 208 36 [color=purple]
hub: branch34_8 209 36 [color=purple]
hub: branch34_9 210 36 [color=purple]
hub: branch34_10 211 36 [color=black]

# Branch 35: dead end
hub: branch35_1 202 40 [color=purple]
hub: branch35_2 203 40 [color=purple]
hub: branch35_3 204 40 [color=purple]
hub: branch35_4 205 40 [color=purple]
hub: branch35_5 206 40 [color=purple]
hub: branch35_6 207 40 [color=purple]
hub: branch35_7 208 40 [color=purple]
hub: branch35_8 209 40 [color=purple]
hub: branch35_9 210 40 [color=purple]
hub: branch35_10 211 40 [color=black]

# Branch 36: dead end
hub: branch36_1 202 44 [color=purple]
hub: branch36_2 203 44 [color=purple]
hub: branch36_3 204 44 [color=purple]
hub: branch36_4 205 44 [color=purple]
hub: branch36_5 206 44 [color=purple]
hub: branch36_6 207 44 [color=purple]
hub: branch36_7 208 44 [color=purple]
hub: branch36_8 209 44 [color=purple]
hub: branch36_9 210 44 [color=purple]
hub: branch36_10 211 44 [color=black]

# Branch 37: dead end
hub: branch37_1 202 48 [color=purple]
hub: branch37_2 203 48 [color=purple]
hub: branch37_3 204 48 [color=purple]
hub: branch37_4 205 48 [color=purple]
hub: branch37_5 206 48 [color=purple]
hub: branch37_6 207 48 [color=purple]
hub: branch37_7 208 48 [color=purple]
hub: branch37_8 209 48 [color=purple]
hub: branch37_9 210 48 [color=purple]
hub: branch37_10 211 48 [color=black]

# Branch 38: dead end
hub: branch38_1 202 52 [color=purple]
hub: branch38_2 203 52 [color=purple]
hub: branch38_3 204 52 [color=purple]
hub: branch38_4 205 52 [color=purple]
hub: branch38_5 206 52 [color=purple]
